"Env"	"GG"	"Y"	"tj"	"xj"	"L"	"G"	"Group"	"arimean"	"adjmean"	"se"	"ErrVar"	"w"	"residShukla"
"2005-Barisal"	"Long-BR10"	"2005"	2005	1980	"Barisal"	"BR10"	"Long"	5.566	5.566	0.397251863695922	0.157809043209883	6.33677246664513	0.190381052960119
"2005-Comilla"	"Long-BR10"	"2005"	2005	1980	"Comilla"	"BR10"	"Long"	3.86996124033333	3.86996124033333	0.240082416876525	0.0576395668932734	17.3491935123597	0.0175627055224812
"2005-Gazipur"	"Long-BR10"	"2005"	2005	1980	"Gazipur"	"BR10"	"Long"	3.72817829433333	3.72817829433333	0.331375450796174	0.109809689390368	9.10666449884082	-0.150014957161344
"2005-Kustia"	"Long-BR10"	"2005"	2005	1980	"Kustia"	"BR10"	"Long"	5.23756201533333	5.23756201533333	0.202586823538365	0.0410414210713645	24.3656280385896	0.019925222033919
"2005-Rajshahi"	"Long-BR10"	"2005"	2005	1980	"Rajshahi"	"BR10"	"Long"	6.351395349	6.351395349	0.224303420598291	0.0503120244920937	19.875964247019	0.0825260486683943
"2005-Rangpur"	"Long-BR10"	"2005"	2005	1980	"Rangpur"	"BR10"	"Long"	1.91304768166667	1.91304768166667	0.342009921960273	0.116970786719272	8.5491431497335	-0.171008643755454
"2005-Satkhira"	"Long-BR10"	"2005"	2005	1980	"Satkhira"	"BR10"	"Long"	6.43627907	6.43627907	0.0241789846416651	0.000584623298301876	1710.50316144541	0.000921024917282409
"2005-Sonagazi"	"Long-BR10"	"2005"	2005	1980	"Sonagazi"	"BR10"	"Long"	3.13333333333333	3.13333333333333	0.130167062086742	0.0169434640522938	59.0198082820391	-0.0386921693191802
"2006-Barisal"	"Long-BR10"	"2006"	2006	1980	"Barisal"	"BR10"	"Long"	4.23833333333333	4.23833333333333	0.196868261562541	0.0387571124106572	25.8017158090711	0.0271191234165178
"2006-Comilla"	"Long-BR10"	"2006"	2006	1980	"Comilla"	"BR10"	"Long"	1.03	1.03	0.121424162177443	0.0147438271604939	67.8249947665897	-0.0221584811352102
"2006-Gazipur"	"Long-BR10"	"2006"	2006	1980	"Gazipur"	"BR10"	"Long"	5.06666666666667	5.06666666666667	0.11771624785792	0.0138571150097473	72.1650934770031	0.0167372069268215
"2006-Kustia"	"Long-BR10"	"2006"	2006	1980	"Kustia"	"BR10"	"Long"	6.18333333333333	6.18333333333333	0.235855141608738	0.0556276478232778	17.9766723766009	0.0523355541760431
"2006-Rajshahi"	"Long-BR10"	"2006"	2006	1980	"Rajshahi"	"BR10"	"Long"	5.33333333333333	5.33333333333333	0.156217264277102	0.0244038336582218	40.9771683418722	0.0262085701714119
"2006-Rangpur"	"Long-BR10"	"2006"	2006	1980	"Rangpur"	"BR10"	"Long"	4.93333333333333	4.93333333333333	0.460449236462257	0.212013499358675	4.71668079167093	0.241802869534483
"2006-Satkhira"	"Long-BR10"	"2006"	2006	1980	"Satkhira"	"BR10"	"Long"	5.71666666666667	5.71666666666667	0.0922209892117871	0.00850471085120055	117.581892846932	0.00415985875576297
"2006-Sonagazi"	"Long-BR10"	"2006"	2006	1980	"Sonagazi"	"BR10"	"Long"	5.47333333333333	5.47333333333334	0.317058724163055	0.100526234567904	9.94765201639493	0.266818770663241
"2007-Barisal"	"Long-BR10"	"2007"	2007	1980	"Barisal"	"BR10"	"Long"	4.09216666666667	4.09216666666667	0.207144702509568	0.0429089277777775	23.3051733471163	-0.00899509591474867
"2007-Comilla"	"Long-BR10"	"2007"	2007	1980	"Comilla"	"BR10"	"Long"	3.18666666666667	3.18666666666667	0.128486773950664	0.0165088510802491	60.5735671815699	-0.0319429879652939
"2007-Gazipur"	"Long-BR10"	"2007"	2007	1980	"Gazipur"	"BR10"	"Long"	4.15333333333333	4.15333333333333	0.250121841654246	0.0625609356725115	15.9844156621108	0.0272941154339659
"2007-Kustia"	"Long-BR10"	"2007"	2007	1980	"Kustia"	"BR10"	"Long"	5.3	5.3	0.442936671098706	0.196192894604003	5.09702454830693	0.103813411977733
"2007-Rajshahi"	"Long-BR10"	"2007"	2007	1980	"Rajshahi"	"BR10"	"Long"	5.4	5.4	0.196675587070962	0.0386812865497077	25.8522942021316	0.0381703886553995
"2007-Rangpur"	"Long-BR10"	"2007"	2007	1980	"Rangpur"	"BR10"	"Long"	2.9	2.9	0.46633152909624	0.217465095029238	4.5984391190023	0.0372174602315125
"2007-Satkhira"	"Long-BR10"	"2007"	2007	1980	"Satkhira"	"BR10"	"Long"	3.91666666666667	3.91666666666667	0.157792242562389	0.0248983918128677	40.163236546193	-0.0255548375850667
"2007-Sonagazi"	"Long-BR10"	"2007"	2007	1980	"Sonagazi"	"BR10"	"Long"	3.67666666666667	3.67666666666667	0.245868136103233	0.0604511403508777	16.5422851280502	0.0277230791780503
"2008-Barisal"	"Long-BR10"	"2008"	2008	1980	"Barisal"	"BR10"	"Long"	3.49608333333333	3.49608333333333	0.13408273036402	0.0179781785818706	55.622987359154	-0.00472757176444016
"2008-Comilla"	"Long-BR10"	"2008"	2008	1980	"Comilla"	"BR10"	"Long"	2.07	2.07	0.103794542183517	0.0107733069870858	92.8220091749655	-0.0290442583428736
"2008-Gazipur"	"Long-BR10"	"2008"	2008	1980	"Gazipur"	"BR10"	"Long"	5.06666666666667	5.06666666666667	0.126986352123884	0.016125533625731	62.0134516605597	0.0295159754182084
"2008-Kustia"	"Long-BR10"	"2008"	2008	1980	"Kustia"	"BR10"	"Long"	5.25	5.25	0.261360349816372	0.0683092324561361	14.6393095639325	0.0394757111667898
"2008-Rajshahi"	"Long-BR10"	"2008"	2008	1980	"Rajshahi"	"BR10"	"Long"	3.96	3.96	0.33706494593443	0.11361277777778	8.80182686806533	-0.124715746448926
"2008-Rangpur"	"Long-BR10"	"2008"	2008	1980	"Rangpur"	"BR10"	"Long"	4.46666666666667	4.46666666666667	0.291870563317027	0.0851884257309985	11.7386838812789	0.0094368571315
"2008-Satkhira"	"Long-BR10"	"2008"	2008	1980	"Satkhira"	"BR10"	"Long"	4.81666666666667	4.81666666666667	0.0896704900378378	0.00804079678362596	124.36578449991	0.00105661452858286
"2008-Sonagazi"	"Long-BR10"	"2008"	2008	1980	"Sonagazi"	"BR10"	"Long"	1.63333333333333	1.63333333333333	0.0835917047284917	0.00698757309941534	143.111204100845	-0.00958632712595797
"2009-Barisal"	"Long-BR10"	"2009"	2009	1980	"Barisal"	"BR10"	"Long"	2.9	2.9	0.220973675082275	0.0488293650793669	20.4794798862243	-0.023361278229447
"2009-Comilla"	"Long-BR10"	"2009"	2009	1980	"Comilla"	"BR10"	"Long"	3.47333333333333	3.47333333333333	0.0980211104038041	0.00960813808479476	104.0784375885	-0.00832950163312418
"2009-Gazipur"	"Long-BR10"	"2009"	2009	1980	"Gazipur"	"BR10"	"Long"	4.25	4.25	0.301780891292354	0.0910717063492074	10.9803586655726	-0.0468274996145466
"2009-Kustia"	"Long-BR10"	"2009"	2009	1980	"Kustia"	"BR10"	"Long"	5.2	5.2	0.242403092511742	0.0587592592592562	17.0185943901679	0.0235120853636479
"2009-Rajshahi"	"Long-BR10"	"2009"	2009	1980	"Rajshahi"	"BR10"	"Long"	4.68	4.68	0.193103065381297	0.0372887938596536	26.8177083915282	-0.00428581776126169
"2009-Rangpur"	"Long-BR10"	"2009"	2009	1980	"Rangpur"	"BR10"	"Long"	4.28333333333333	4.28333333333333	0.450886839239004	0.20329894179894	4.91886475724496	0.0542956704047182
"2009-Satkhira"	"Long-BR10"	"2009"	2009	1980	"Satkhira"	"BR10"	"Long"	4.36666666666667	4.36666666666667	0.118707487003799	0.0140914674707571	70.9649298112649	-0.00601785081847517
"2009-Sonagazi"	"Long-BR10"	"2009"	2009	1980	"Sonagazi"	"BR10"	"Long"	1.63333333333333	1.63333333333333	0.119826815064344	0.0143584656084645	69.6453247351506	-0.00923504557701293
"2010-Barisal"	"Long-BR10"	"2010"	2010	1980	"Barisal"	"BR10"	"Long"	3.28666666666667	3.28666666666667	0.151739691124092	0.023024933862435	43.4311779558026	-0.0112935152388225
"2010-Comilla"	"Long-BR10"	"2010"	2010	1980	"Comilla"	"BR10"	"Long"	4.87666666666667	4.87666666666667	0.094068073122371	0.00884880238095575	113.009643220441	0.00336259463277155
"2010-Gazipur"	"Long-BR10"	"2010"	2010	1980	"Gazipur"	"BR10"	"Long"	4.93333333333333	4.93333333333334	0.300298380381168	0.0901791172595529	11.0890417913696	0.0101180773009419
"2010-Kustia"	"Long-BR10"	"2010"	2010	1980	"Kustia"	"BR10"	"Long"	6.3	6.3	0.267112722177734	0.0713492063491993	14.0155728587333	0.0710821421265457
"2010-Rajshahi"	"Long-BR10"	"2010"	2010	1980	"Rajshahi"	"BR10"	"Long"	6.02333333333333	6.02333333333334	0.17895656285502	0.0320254513888827	31.2251648808028	0.04246344148729
"2010-Rangpur"	"Long-BR10"	"2010"	2010	1980	"Rangpur"	"BR10"	"Long"	4.3	4.3	0.32959410664069	0.108632275132275	9.2053673623457	0.0191183685333209
"2010-Satkhira"	"Long-BR10"	"2010"	2010	1980	"Satkhira"	"BR10"	"Long"	4.59166666666667	4.59166666666667	0.102330838071042	0.0104716004203217	95.4963864032997	-0.00572764091025224
"2010-Sonagazi"	"Long-BR10"	"2010"	2010	1980	"Sonagazi"	"BR10"	"Long"	4.79666666666667	4.79666666666667	0.104913331862387	0.0110068072024674	90.852867830358	0.0148330107777435
"2011-Barisal"	"Long-BR10"	"2011"	2011	1980	"Barisal"	"BR10"	"Long"	3.67333333333333	3.67333333333333	0.207245460071494	0.0429506807202451	23.2825180702815	0.0176754700437063
"2011-Comilla"	"Long-BR10"	"2011"	2011	1980	"Comilla"	"BR10"	"Long"	1.7	1.7	0.0906512813420829	0.00821765480896146	121.689219521546	-0.0434724208303241
"2011-Gazipur"	"Long-BR10"	"2011"	2011	1980	"Gazipur"	"BR10"	"Long"	4.58333333333333	4.58333333333333	0.298516405506644	0.0891120443566069	11.221827612867	-0.0812062033399092
"2011-Kustia"	"Long-BR10"	"2011"	2011	1980	"Kustia"	"BR10"	"Long"	4.57	4.57	0.15067043846643	0.0227015810276662	44.049795420914	-0.0392438257191055
"2011-Rajshahi"	"Long-BR10"	"2011"	2011	1980	"Rajshahi"	"BR10"	"Long"	7.36666666666667	7.36666666666667	0.287348516544748	0.082569169960467	12.111057922452	0.222312649631801
"2011-Rangpur"	"Long-BR10"	"2011"	2011	1980	"Rangpur"	"BR10"	"Long"	3.9	3.9	0.243650144799973	0.059365393061048	16.8448307749206	0.0153453669198109
"2011-Satkhira"	"Long-BR10"	"2011"	2011	1980	"Satkhira"	"BR10"	"Long"	4.47916666666667	4.47916666666667	0.110149448563419	0.0121329010188253	82.4205190867716	-0.00144995786270563
"2011-Sonagazi"	"Long-BR10"	"2011"	2011	1980	"Sonagazi"	"BR10"	"Long"	5.36666666666667	5.36666666666667	0.403781287410964	0.163039328063255	6.13348945851901	-0.114361815105961
"2012-Barisal"	"Long-BR10"	"2012"	2012	1980	"Barisal"	"BR10"	"Long"	3.47666666666667	3.47666666666667	0.115621572568604	0.0133683480432369	74.8035581334155	-0.0220005695855852
"2012-Comilla"	"Long-BR10"	"2012"	2012	1980	"Comilla"	"BR10"	"Long"	5.33666666666667	5.33666666666667	0.177170020605692	0.0313892162014212	31.8580748746037	0.0589059911599303
"2012-Gazipur"	"Long-BR10"	"2012"	2012	1980	"Gazipur"	"BR10"	"Long"	4.84966666666667	4.84966666666667	0.294246355329214	0.0865809176245258	11.5498891376583	0.0266889877683383
"2012-Kustia"	"Long-BR10"	"2012"	2012	1980	"Kustia"	"BR10"	"Long"	5.39666666666667	5.39666666666667	0.0858951066630596	0.00737796934865838	135.538649287265	0.00206753156332873
"2012-Rajshahi"	"Long-BR10"	"2012"	2012	1980	"Rajshahi"	"BR10"	"Long"	5.19	5.19	0.388473000564369	0.150911272167484	6.62641024515507	0.0516005439612099
"2012-Rangpur"	"Long-BR10"	"2012"	2012	1980	"Rangpur"	"BR10"	"Long"	2.46666666666667	2.46666666666667	0.102383673160463	0.0104824165298285	95.3978500238403	0.0000237362799766494
"2012-Satkhira"	"Long-BR10"	"2012"	2012	1980	"Satkhira"	"BR10"	"Long"	2.97166666666667	2.97166666666667	0.0741893862454103	0.00550406503147068	181.683899859883	-0.0109396946681488
"2012-Sonagazi"	"Long-BR10"	"2012"	2012	1980	"Sonagazi"	"BR10"	"Long"	4.80333333333333	4.80333333333333	0.106681129715292	0.011380863437331	87.8667954770327	0.0204636887128746
"2013-Barisal"	"Long-BR10"	"2013"	2013	1980	"Barisal"	"BR10"	"Long"	5.3	5.3	0.119823293997234	0.0143576217843475	69.6494179203262	0.0145374173520993
"2013-Comilla"	"Long-BR10"	"2013"	2013	1980	"Comilla"	"BR10"	"Long"	5.54	5.54	0.132762066432854	0.0176257662835216	56.7351219750883	0.0582694082445245
"2013-Gazipur"	"Long-BR10"	"2013"	2013	1980	"Gazipur"	"BR10"	"Long"	6.83333333333333	6.83333333333333	0.337009247086461	0.113575232621783	8.80473653380134	0.268072818332715
"2013-Kustia"	"Long-BR10"	"2013"	2013	1980	"Kustia"	"BR10"	"Long"	5.33333333333333	5.33333333333333	0.232569062669084	0.0540883689107762	18.4882631911048	0.0575376867977031
"2013-Rajshahi"	"Long-BR10"	"2013"	2013	1980	"Rajshahi"	"BR10"	"Long"	5.43666666666667	5.43666666666667	0.452235588087734	0.204517027133059	4.88956843358279	0.122814877803353
"2013-Rangpur"	"Long-BR10"	"2013"	2013	1980	"Rangpur"	"BR10"	"Long"	3.16666666666667	3.16666666666667	0.110684601490524	0.0122510810071162	81.6254499843024	-0.00119404291723102
"2013-Sonagazi"	"Long-BR10"	"2013"	2013	1980	"Sonagazi"	"BR10"	"Long"	4.8	4.8	0.0662272242733976	0.0043860452349589	227.995824582363	0.00435857483103685
"2014-Bhanga"	"Long-BR10"	"2014"	2014	1980	"Bhanga"	"BR10"	"Long"	4.04166666666667	4.04166666666667	0.224641938734889	0.0504640006385697	19.8161062806364	-0.0391274020239418
"2014-Comilla"	"Long-BR10"	"2014"	2014	1980	"Comilla"	"BR10"	"Long"	5.74333333333333	5.74333333333333	0.186035774119274	0.0346093092521575	28.8939600820742	0.106881969344959
"2014-Gazipur"	"Long-BR10"	"2014"	2014	1980	"Gazipur"	"BR10"	"Long"	6.86666666666667	6.86666666666667	0.272948974276666	0.0745011425586841	13.4226129379466	0.127298098498708
"2014-Kustia"	"Long-BR10"	"2014"	2014	1980	"Kustia"	"BR10"	"Long"	4.75333333333333	4.75333333333333	0.310736302688336	0.0965570498084171	10.3565716018058	-0.16905556954566
"2014-Rajshahi"	"Long-BR10"	"2014"	2014	1980	"Rajshahi"	"BR10"	"Long"	6.335	6.335	0.419649446356864	0.176105657827623	5.67840927052343	0.106092411462805
"2014-Rangpur"	"Long-BR10"	"2014"	2014	1980	"Rangpur"	"BR10"	"Long"	4.86666666666667	4.86666666666667	0.274700789272758	0.0754605236270763	13.2519621112354	0.144506272103283
"2014-Satkhira"	"Long-BR10"	"2014"	2014	1980	"Satkhira"	"BR10"	"Long"	5.04333333333333	5.04333333333333	0.0981647037772755	0.00963630906768025	103.774172556789	-0.0109531167780625
"2014-Sonagazi"	"Long-BR10"	"2014"	2014	1980	"Sonagazi"	"BR10"	"Long"	3.27	3.27	0.102373305807809	0.0104802937420191	95.4171728976119	-0.012607452557686
"2015-Bhanga"	"Long-BR10"	"2015"	2015	1980	"Bhanga"	"BR10"	"Long"	4.8325	4.8325	0.197529999325466	0.0390181006335187	25.6291306794402	-0.0251124423712126
"2015-Comilla"	"Long-BR10"	"2015"	2015	1980	"Comilla"	"BR10"	"Long"	5.44545730033333	5.44545730033333	0.406385088158473	0.16514883987757	6.05514395827021	0.175432019330909
"2015-Gazipur"	"Long-BR10"	"2015"	2015	1980	"Gazipur"	"BR10"	"Long"	6.30965004366667	6.30965004366667	0.601949766311273	0.362343521162196	2.75981200600071	0.144887069980769
"2015-Kustia"	"Long-BR10"	"2015"	2015	1980	"Kustia"	"BR10"	"Long"	5.99	5.99	0.218758537979813	0.0478552979390651	20.8963279525146	0.0132870371637352
"2015-Rajshahi"	"Long-BR10"	"2015"	2015	1980	"Rajshahi"	"BR10"	"Long"	6.43534883733333	6.43534883733333	0.279277948149426	0.0779961723225532	12.8211419896928	0.14081751534047
"2015-Rangpur"	"Long-BR10"	"2015"	2015	1980	"Rangpur"	"BR10"	"Long"	2.93333333333333	2.93333333333333	0.197496902055921	0.039005026321686	25.6377214503768	0.00807074701928867
"2015-Satkhira"	"Long-BR10"	"2015"	2015	1980	"Satkhira"	"BR10"	"Long"	5.46821705433333	5.46821705433333	0.277161568787217	0.0768185352125914	13.0176915926938	0.0386340375145915
"2015-Sonagazi"	"Long-BR10"	"2015"	2015	1980	"Sonagazi"	"BR10"	"Long"	4.07166046533333	4.07166046533333	0.366558300514481	0.134364987676065	7.44241500182222	-0.0152082150062132
"2001-Barisal"	"Medium-BR11"	"2001"	2001	1980	"Barisal"	"BR11"	"Medium"	3.74333333333333	3.74333333333333	0.130270249273229	0.0169703378457092	58.9263460216169	0.0024502085396354
"2001-Comilla"	"Medium-BR11"	"2001"	2001	1980	"Comilla"	"BR11"	"Medium"	4.65246124	4.65246124	0.23667842636729	0.0560166775076966	17.8518263576522	0.0733419333655334
"2001-Gazipur"	"Medium-BR11"	"2001"	2001	1980	"Gazipur"	"BR11"	"Medium"	3.53581395366667	3.53581395366667	0.179855289614039	0.0323479252021499	30.913883773094	-0.0595652164491876
"2001-Rajshahi"	"Medium-BR11"	"2001"	2001	1980	"Rajshahi"	"BR11"	"Medium"	3.76333333333333	3.76333333333333	0.198814026698745	0.0395270172121694	25.2991515811146	-0.0686419236978488
"2001-Rangpur"	"Medium-BR11"	"2001"	2001	1980	"Rangpur"	"BR11"	"Medium"	4.03469961233333	4.03469961233333	0.230290459685437	0.05303369582213	18.8559364852471	-0.00677009065320977
"2001-Satkhira"	"Medium-BR11"	"2001"	2001	1980	"Satkhira"	"BR11"	"Medium"	6.99531007733333	6.99531007733333	0.0529806450071667	0.00280694874537542	356.258731709137	0.00831128951685134
"2001-Sonagazi"	"Medium-BR11"	"2001"	2001	1980	"Sonagazi"	"BR11"	"Medium"	3.534496124	3.534496124	0.164927883915615	0.0272012068928827	36.7630746656926	-0.0385580304416253
"2002-Barisal"	"Medium-BR11"	"2002"	2002	1980	"Barisal"	"BR11"	"Medium"	4.86666666666667	4.86666666666667	0.281482928237029	0.0792326388888922	12.6210613962044	0.0110197042697955
"2002-Comilla"	"Medium-BR11"	"2002"	2002	1980	"Comilla"	"BR11"	"Medium"	4.58333333333333	4.58333333333333	0.358938442571367	0.128836805555559	7.76175717558261	-0.0373022887427936
"2002-Gazipur"	"Medium-BR11"	"2002"	2002	1980	"Gazipur"	"BR11"	"Medium"	4.26381705433333	4.26381705433333	0.208116403099544	0.0433124372390919	23.088056543201	0.0247069258397055
"2002-Rajshahi"	"Medium-BR11"	"2002"	2002	1980	"Rajshahi"	"BR11"	"Medium"	4.06233333333333	4.06233333333333	0.198955141044788	0.0395831481481514	25.2632760855001	-0.0674220852251484
"2002-Rangpur"	"Medium-BR11"	"2002"	2002	1980	"Rangpur"	"BR11"	"Medium"	3.81333333333333	3.81333333333333	0.279582341169079	0.0781662854935831	12.7932393574221	-0.0134754007276214
"2002-Satkhira"	"Medium-BR11"	"2002"	2002	1980	"Satkhira"	"BR11"	"Medium"	6.58906976733333	6.58906976733333	0.0743786699049421	0.00553218653682834	180.760354580037	0.0142937426497838
"2002-Sonagazi"	"Medium-BR11"	"2002"	2002	1980	"Sonagazi"	"BR11"	"Medium"	3.833496124	3.833496124	0.161449105660212	0.0260658137184824	38.3644267084949	-0.0345295210514491
"2003-Barisal"	"Medium-BR11"	"2003"	2003	1980	"Barisal"	"BR11"	"Medium"	4.79822093033333	4.79822093033333	0.278625937318527	0.077632412946628	12.8812175487511	-0.0533224923485296
"2003-Comilla"	"Medium-BR11"	"2003"	2003	1980	"Comilla"	"BR11"	"Medium"	2.38488992266667	2.38488992266667	0.221178470801202	0.0489199159459583	20.441572326181	-0.104502232262054
"2003-Gazipur"	"Medium-BR11"	"2003"	2003	1980	"Gazipur"	"BR11"	"Medium"	2.767616279	2.767616279	0.324529121267277	0.105319150550511	9.49494934941013	-0.0747900775054009
"2003-Rajshahi"	"Medium-BR11"	"2003"	2003	1980	"Rajshahi"	"BR11"	"Medium"	3.91283333333333	3.91283333333333	0.208537285789058	0.0434877995642674	22.9949551372949	-0.0519206032479524
"2003-Rangpur"	"Medium-BR11"	"2003"	2003	1980	"Rangpur"	"BR11"	"Medium"	4.25606589133333	4.25606589133333	0.219466692898206	0.0481656292916755	20.7616928234099	0.000300277405060889
"2003-Satkhira"	"Medium-BR11"	"2003"	2003	1980	"Satkhira"	"BR11"	"Medium"	7.40155038766667	7.40155038766667	0.0803328310865496	0.0064533637503801	154.957947309432	0.020748772447015
"2003-Sonagazi"	"Medium-BR11"	"2003"	2003	1980	"Sonagazi"	"BR11"	"Medium"	1.81666666666667	1.81666666666667	0.352617507724465	0.124339106753813	8.04252198771191	-0.270854789599898
"2004-Barisal"	"Medium-BR11"	"2004"	2004	1980	"Barisal"	"BR11"	"Medium"	3.38979819666667	3.38979819666667	0.181123324176459	0.0328056585607306	30.4825461177307	-0.00906501481026334
"2004-Comilla"	"Medium-BR11"	"2004"	2004	1980	"Comilla"	"BR11"	"Medium"	2.373575	2.373575	0.183361735588652	0.0336215260780828	29.7428497944321	-0.00335355432604745
"2004-Gazipur"	"Medium-BR11"	"2004"	2004	1980	"Gazipur"	"BR11"	"Medium"	4.32244186033333	4.32244186033333	0.250251521523669	0.0626258240249113	15.9678537659196	0.0175698794269268
"2004-Kustia"	"Medium-BR11"	"2004"	2004	1980	"Kustia"	"BR11"	"Medium"	3.32402848833333	3.32402848833333	0.231310783736644	0.0535046786728603	18.6899543143549	-0.0656919757847541
